datetime,cpu,mem
Sat Oct 24 14:42:10 GMT 2020,5.4,1160532
Sat Oct 24 14:42:11 GMT 2020,14,1159020
Sat Oct 24 14:42:13 GMT 2020,14,1202691
Sat Oct 24 14:42:14 GMT 2020,14,1200283
Sat Oct 24 14:42:15 GMT 2020,14,1202031
Sat Oct 24 14:42:16 GMT 2020,14,1202395
Sat Oct 24 14:42:18 GMT 2020,26,1200782
Sat Oct 24 14:42:19 GMT 2020,26,1200174
Sat Oct 24 14:42:20 GMT 2020,26,1200162
Sat Oct 24 14:42:22 GMT 2020,26,1201594
Sat Oct 24 14:42:23 GMT 2020,14,1200370
Sat Oct 24 14:42:24 GMT 2020,14,1200538
Sat Oct 24 14:42:25 GMT 2020,14,1200414
Sat Oct 24 14:42:27 GMT 2020,14,1201899
Sat Oct 24 14:42:28 GMT 2020,13,1200014
Sat Oct 24 14:42:29 GMT 2020,13,1198380
Sat Oct 24 14:42:31 GMT 2020,13,1198688
Sat Oct 24 14:42:32 GMT 2020,13,1200093
Sat Oct 24 14:42:33 GMT 2020,14,1198640
Sat Oct 24 14:42:35 GMT 2020,14,1198636
Sat Oct 24 14:42:36 GMT 2020,14,1198569
Sat Oct 24 14:42:37 GMT 2020,14,1201543
