datetime,cpu,mem
Sat Oct 24 14:39:54 GMT 2020,13,1157819
Sat Oct 24 14:39:55 GMT 2020,8.1,1155646
Sat Oct 24 14:39:56 GMT 2020,8.1,1198631
Sat Oct 24 14:39:57 GMT 2020,8.1,1200091
Sat Oct 24 14:39:58 GMT 2020,8.1,1200683
Sat Oct 24 14:40:00 GMT 2020,8.1,1202245
Sat Oct 24 14:40:01 GMT 2020,26,1200499
Sat Oct 24 14:40:02 GMT 2020,26,1200623
Sat Oct 24 14:40:04 GMT 2020,26,1200659
Sat Oct 24 14:40:05 GMT 2020,26,1202115
Sat Oct 24 14:40:06 GMT 2020,14,1200842
Sat Oct 24 14:40:08 GMT 2020,14,1200914
Sat Oct 24 14:40:09 GMT 2020,14,1200974
Sat Oct 24 14:40:10 GMT 2020,14,1202241
Sat Oct 24 14:40:12 GMT 2020,13,1198724
Sat Oct 24 14:40:13 GMT 2020,13,1196812
Sat Oct 24 14:40:14 GMT 2020,13,1196828
Sat Oct 24 14:40:15 GMT 2020,13,1198285
Sat Oct 24 14:40:17 GMT 2020,14,1196088
Sat Oct 24 14:40:18 GMT 2020,14,1196452
Sat Oct 24 14:40:19 GMT 2020,14,1196242
Sat Oct 24 14:40:21 GMT 2020,14,1198537
