datetime,cpu,mem
Sat Oct 24 14:35:20 GMT 2020,14,1163550
Sat Oct 24 14:35:21 GMT 2020,7.8,1161319
Sat Oct 24 14:35:22 GMT 2020,7.8,1205751
Sat Oct 24 14:35:24 GMT 2020,7.8,1206533
Sat Oct 24 14:35:25 GMT 2020,7.8,1207341
Sat Oct 24 14:35:26 GMT 2020,7.8,1208637
Sat Oct 24 14:35:27 GMT 2020,24,1206824
Sat Oct 24 14:35:29 GMT 2020,24,1206956
Sat Oct 24 14:35:30 GMT 2020,24,1207164
Sat Oct 24 14:35:31 GMT 2020,24,1208480
Sat Oct 24 14:35:33 GMT 2020,14,1207147
Sat Oct 24 14:35:34 GMT 2020,14,1207187
Sat Oct 24 14:35:35 GMT 2020,14,1207331
Sat Oct 24 14:35:37 GMT 2020,14,1208512
Sat Oct 24 14:35:38 GMT 2020,13,1207183
Sat Oct 24 14:35:39 GMT 2020,13,1205209
Sat Oct 24 14:35:40 GMT 2020,13,1205285
Sat Oct 24 14:35:42 GMT 2020,13,1206786
Sat Oct 24 14:35:43 GMT 2020,13,1205509
Sat Oct 24 14:35:44 GMT 2020,13,1205497
Sat Oct 24 14:35:46 GMT 2020,13,1205213
Sat Oct 24 14:35:47 GMT 2020,13,1208296
