datetime,cpu,mem
Sat Oct 24 14:38:45 GMT 2020,16,1154026
Sat Oct 24 14:38:46 GMT 2020,6.7,1152116
Sat Oct 24 14:38:47 GMT 2020,6.7,1181210
Sat Oct 24 14:38:49 GMT 2020,6.7,1178794
Sat Oct 24 14:38:50 GMT 2020,6.7,1179384
Sat Oct 24 14:38:51 GMT 2020,6.7,1181035
Sat Oct 24 14:38:53 GMT 2020,25,1178978
Sat Oct 24 14:38:54 GMT 2020,25,1178574
Sat Oct 24 14:38:55 GMT 2020,25,1178798
Sat Oct 24 14:38:56 GMT 2020,25,1179966
Sat Oct 24 14:38:58 GMT 2020,14,1178733
Sat Oct 24 14:38:59 GMT 2020,14,1178737
Sat Oct 24 14:39:00 GMT 2020,14,1179009
Sat Oct 24 14:39:02 GMT 2020,14,1180331
Sat Oct 24 14:39:03 GMT 2020,15,1178846
Sat Oct 24 14:39:04 GMT 2020,15,1177305
Sat Oct 24 14:39:06 GMT 2020,15,1177285
Sat Oct 24 14:39:07 GMT 2020,15,1178562
Sat Oct 24 14:39:09 GMT 2020,13,1177253
Sat Oct 24 14:39:10 GMT 2020,13,1177365
Sat Oct 24 14:39:11 GMT 2020,13,1177087
