datetime,cpu,mem
Sat Oct 24 14:34:12 GMT 2020,12,1143934
Sat Oct 24 14:34:13 GMT 2020,8.5,1142363
Sat Oct 24 14:34:14 GMT 2020,8.5,1183080
Sat Oct 24 14:34:15 GMT 2020,8.5,1183468
Sat Oct 24 14:34:16 GMT 2020,8.5,1184040
Sat Oct 24 14:34:18 GMT 2020,8.5,1185646
Sat Oct 24 14:34:19 GMT 2020,26,1182489
Sat Oct 24 14:34:20 GMT 2020,26,1182689
Sat Oct 24 14:34:22 GMT 2020,26,1182533
Sat Oct 24 14:34:23 GMT 2020,26,1183981
Sat Oct 24 14:34:24 GMT 2020,13,1182668
Sat Oct 24 14:34:25 GMT 2020,13,1182800
Sat Oct 24 14:34:27 GMT 2020,13,1182744
Sat Oct 24 14:34:28 GMT 2020,13,1184134
Sat Oct 24 14:34:29 GMT 2020,13,1182753
Sat Oct 24 14:34:31 GMT 2020,13,1181035
Sat Oct 24 14:34:32 GMT 2020,13,1181107
Sat Oct 24 14:34:33 GMT 2020,13,1182584
Sat Oct 24 14:34:35 GMT 2020,15,1181211
Sat Oct 24 14:34:36 GMT 2020,15,1181247
Sat Oct 24 14:34:37 GMT 2020,15,1180883
Sat Oct 24 14:34:38 GMT 2020,15,1198121
