datetime,cpu,mem
Sat Oct 24 14:53:35 GMT 2020,14,1201146
Sat Oct 24 14:53:36 GMT 2020,8.8,1202570
Sat Oct 24 14:53:37 GMT 2020,8.8,1235509
Sat Oct 24 14:53:38 GMT 2020,8.8,1245971
Sat Oct 24 14:53:40 GMT 2020,8.8,1243681
Sat Oct 24 14:53:41 GMT 2020,8.8,1247136
Sat Oct 24 14:53:43 GMT 2020,29,1244883
Sat Oct 24 14:53:44 GMT 2020,29,1244107
Sat Oct 24 14:53:46 GMT 2020,29,1243674
Sat Oct 24 14:53:47 GMT 2020,29,1244978
Sat Oct 24 14:53:48 GMT 2020,15,1243669
Sat Oct 24 14:53:50 GMT 2020,15,1243805
Sat Oct 24 14:53:51 GMT 2020,15,1243642
Sat Oct 24 14:53:52 GMT 2020,15,1243103
Sat Oct 24 14:53:54 GMT 2020,13,1233434
Sat Oct 24 14:53:55 GMT 2020,13,1232082
Sat Oct 24 14:53:57 GMT 2020,13,1232286
Sat Oct 24 14:53:58 GMT 2020,13,1233899
Sat Oct 24 14:53:59 GMT 2020,13,1232562
Sat Oct 24 14:54:01 GMT 2020,13,1232256
Sat Oct 24 14:54:02 GMT 2020,13,1234948
