datetime,cpu,mem
Sat Oct 24 14:50:09 GMT 2020,13,1158243
Sat Oct 24 14:50:10 GMT 2020,9.2,1159284
Sat Oct 24 14:50:11 GMT 2020,9.2,1228924
Sat Oct 24 14:50:13 GMT 2020,9.2,1243825
Sat Oct 24 14:50:14 GMT 2020,9.2,1238433
Sat Oct 24 14:50:15 GMT 2020,9.2,1243163
Sat Oct 24 14:50:17 GMT 2020,31,1239902
Sat Oct 24 14:50:18 GMT 2020,31,1239258
Sat Oct 24 14:50:19 GMT 2020,31,1238538
Sat Oct 24 14:50:21 GMT 2020,31,1239944
Sat Oct 24 14:50:22 GMT 2020,15,1238539
Sat Oct 24 14:50:24 GMT 2020,15,1238603
Sat Oct 24 14:50:25 GMT 2020,15,1238655
Sat Oct 24 14:50:26 GMT 2020,15,1239981
Sat Oct 24 14:50:28 GMT 2020,14,1228271
Sat Oct 24 14:50:29 GMT 2020,14,1227848
Sat Oct 24 14:50:30 GMT 2020,14,1228004
Sat Oct 24 14:50:32 GMT 2020,14,1229501
Sat Oct 24 14:50:33 GMT 2020,15,1228492
Sat Oct 24 14:50:34 GMT 2020,15,1228292
Sat Oct 24 14:50:36 GMT 2020,15,1225723
