datetime,cpu,mem
Sat Oct 24 14:52:26 GMT 2020,13,1197855
Sat Oct 24 14:52:28 GMT 2020,10,1198906
Sat Oct 24 14:52:29 GMT 2020,10,1244573
Sat Oct 24 14:52:30 GMT 2020,10,1237289
Sat Oct 24 14:52:31 GMT 2020,10,1235753
Sat Oct 24 14:52:33 GMT 2020,10,1240287
Sat Oct 24 14:52:34 GMT 2020,32,1238028
Sat Oct 24 14:52:35 GMT 2020,32,1237388
Sat Oct 24 14:52:37 GMT 2020,32,1236948
Sat Oct 24 14:52:38 GMT 2020,32,1238186
Sat Oct 24 14:52:40 GMT 2020,15,1236841
Sat Oct 24 14:52:41 GMT 2020,15,1236881
Sat Oct 24 14:52:42 GMT 2020,15,1237005
Sat Oct 24 14:52:44 GMT 2020,15,1238355
Sat Oct 24 14:52:45 GMT 2020,13,1228554
Sat Oct 24 14:52:46 GMT 2020,13,1227374
Sat Oct 24 14:52:48 GMT 2020,13,1227610
Sat Oct 24 14:52:49 GMT 2020,13,1229035
Sat Oct 24 14:52:51 GMT 2020,14,1227954
Sat Oct 24 14:52:52 GMT 2020,14,1227710
Sat Oct 24 14:52:53 GMT 2020,14,1228480
