datetime,cpu,mem
Sat Oct 24 14:46:44 GMT 2020,7.8,1170122
Sat Oct 24 14:46:45 GMT 2020,9.6,1173435
Sat Oct 24 14:46:46 GMT 2020,9.6,1219617
Sat Oct 24 14:46:47 GMT 2020,9.6,1233811
Sat Oct 24 14:46:49 GMT 2020,9.6,1231403
Sat Oct 24 14:46:50 GMT 2020,9.6,1235300
Sat Oct 24 14:46:51 GMT 2020,30,1233009
Sat Oct 24 14:46:53 GMT 2020,30,1232289
Sat Oct 24 14:46:54 GMT 2020,30,1229946
Sat Oct 24 14:46:55 GMT 2020,30,1224215
Sat Oct 24 14:46:57 GMT 2020,16,1223204
Sat Oct 24 14:46:58 GMT 2020,16,1223312
Sat Oct 24 14:47:00 GMT 2020,16,1223380
Sat Oct 24 14:47:01 GMT 2020,16,1224765
Sat Oct 24 14:47:03 GMT 2020,12,1223604
Sat Oct 24 14:47:04 GMT 2020,12,1223792
Sat Oct 24 14:47:06 GMT 2020,12,1223900
Sat Oct 24 14:47:07 GMT 2020,12,1225105
Sat Oct 24 14:47:08 GMT 2020,13,1223904
Sat Oct 24 14:47:10 GMT 2020,13,1223614
Sat Oct 24 14:47:11 GMT 2020,13,1224441
