datetime,cpu,mem
Sat Oct 24 14:51:18 GMT 2020,15,1179363
Sat Oct 24 14:51:19 GMT 2020,8.7,1180331
Sat Oct 24 14:51:20 GMT 2020,8.7,1225934
Sat Oct 24 14:51:21 GMT 2020,8.7,1244396
Sat Oct 24 14:51:23 GMT 2020,8.7,1242201
Sat Oct 24 14:51:24 GMT 2020,32,1244348
Sat Oct 24 14:51:25 GMT 2020,32,1242602
Sat Oct 24 14:51:26 GMT 2020,32,1242090
Sat Oct 24 14:51:28 GMT 2020,32,1243475
Sat Oct 24 14:51:29 GMT 2020,17,1241506
Sat Oct 24 14:51:30 GMT 2020,17,1241547
Sat Oct 24 14:51:32 GMT 2020,17,1241575
Sat Oct 24 14:51:33 GMT 2020,17,1242952
Sat Oct 24 14:51:35 GMT 2020,14,1241604
Sat Oct 24 14:51:36 GMT 2020,14,1239638
Sat Oct 24 14:51:37 GMT 2020,14,1232221
Sat Oct 24 14:51:39 GMT 2020,14,1233758
Sat Oct 24 14:51:40 GMT 2020,14,1232537
Sat Oct 24 14:51:41 GMT 2020,14,1232873
Sat Oct 24 14:51:43 GMT 2020,14,1232473
Sat Oct 24 14:51:44 GMT 2020,14,1245868
