datetime,cpu,mem
Sat Oct 24 14:44:27 GMT 2020,13,1181489
Sat Oct 24 14:44:28 GMT 2020,7.3,1178842
Sat Oct 24 14:44:29 GMT 2020,7.3,1228690
Sat Oct 24 14:44:30 GMT 2020,7.3,1232434
Sat Oct 24 14:44:32 GMT 2020,7.3,1228704
Sat Oct 24 14:44:33 GMT 2020,7.3,1229308
Sat Oct 24 14:44:34 GMT 2020,34,1228458
Sat Oct 24 14:44:35 GMT 2020,34,1227735
Sat Oct 24 14:44:37 GMT 2020,34,1226383
Sat Oct 24 14:44:38 GMT 2020,34,1220466
Sat Oct 24 14:44:39 GMT 2020,16,1219413
Sat Oct 24 14:44:41 GMT 2020,16,1219589
Sat Oct 24 14:44:42 GMT 2020,16,1219637
Sat Oct 24 14:44:43 GMT 2020,16,1220974
Sat Oct 24 14:44:45 GMT 2020,13,1219841
Sat Oct 24 14:44:46 GMT 2020,13,1219781
Sat Oct 24 14:44:48 GMT 2020,13,1219925
Sat Oct 24 14:44:49 GMT 2020,13,1221384
Sat Oct 24 14:44:50 GMT 2020,13,1220086
Sat Oct 24 14:44:52 GMT 2020,13,1220090
Sat Oct 24 14:44:53 GMT 2020,13,1219955
