datetime,cpu,mem
Sat Oct 24 14:02:21 GMT 2020,28,1131090
Sat Oct 24 14:02:23 GMT 2020,7.2,1130285
Sat Oct 24 14:02:24 GMT 2020,7.2,1146079
Sat Oct 24 14:02:25 GMT 2020,7.2,1146330
Sat Oct 24 14:02:26 GMT 2020,7.2,1162030
Sat Oct 24 14:02:27 GMT 2020,7.2,1162526
Sat Oct 24 14:02:28 GMT 2020,32,1160890
Sat Oct 24 14:02:29 GMT 2020,32,1160430
Sat Oct 24 14:02:31 GMT 2020,32,1161870
Sat Oct 24 14:02:32 GMT 2020,32,1161884
Sat Oct 24 14:02:33 GMT 2020,32,1163266
Sat Oct 24 14:02:34 GMT 2020,28,1162237
Sat Oct 24 14:02:35 GMT 2020,28,1162411
Sat Oct 24 14:02:37 GMT 2020,28,1162499
Sat Oct 24 14:02:38 GMT 2020,28,1162685
Sat Oct 24 14:02:39 GMT 2020,28,1164180
Sat Oct 24 14:02:40 GMT 2020,27,1162765
Sat Oct 24 14:02:41 GMT 2020,27,1162977
Sat Oct 24 14:02:43 GMT 2020,27,1163185
Sat Oct 24 14:02:44 GMT 2020,27,1224733
Sat Oct 24 14:02:45 GMT 2020,27,1162815
Sat Oct 24 14:02:46 GMT 2020,30,1161477
Sat Oct 24 14:02:47 GMT 2020,30,1161219
Sat Oct 24 14:02:48 GMT 2020,30,1160460
