datetime,cpu,mem
Sat Oct 24 14:03:29 GMT 2020,30,1148880
Sat Oct 24 14:03:31 GMT 2020,8.2,1146921
Sat Oct 24 14:03:32 GMT 2020,8.2,1179628
Sat Oct 24 14:03:33 GMT 2020,8.2,1179892
Sat Oct 24 14:03:34 GMT 2020,8.2,1180390
Sat Oct 24 14:03:35 GMT 2020,8.2,1181041
Sat Oct 24 14:03:36 GMT 2020,32,1179764
Sat Oct 24 14:03:38 GMT 2020,32,1179572
Sat Oct 24 14:03:39 GMT 2020,32,1180858
Sat Oct 24 14:03:40 GMT 2020,32,1180793
Sat Oct 24 14:03:41 GMT 2020,32,1182046
Sat Oct 24 14:03:43 GMT 2020,28,1180904
Sat Oct 24 14:03:44 GMT 2020,28,1180720
Sat Oct 24 14:03:45 GMT 2020,28,1180844
Sat Oct 24 14:03:46 GMT 2020,28,1181050
Sat Oct 24 14:03:47 GMT 2020,28,1182372
Sat Oct 24 14:03:48 GMT 2020,28,1181102
Sat Oct 24 14:03:50 GMT 2020,28,1181262
Sat Oct 24 14:03:51 GMT 2020,28,1181438
Sat Oct 24 14:03:52 GMT 2020,28,1181469
Sat Oct 24 14:03:53 GMT 2020,28,1183019
Sat Oct 24 14:03:54 GMT 2020,28,1181564
Sat Oct 24 14:03:56 GMT 2020,28,1181709
