datetime,cpu,mem
Sat Oct 24 14:09:10 GMT 2020,28,1153622
Sat Oct 24 14:09:11 GMT 2020,8.7,1152279
Sat Oct 24 14:09:12 GMT 2020,8.7,1165943
Sat Oct 24 14:09:14 GMT 2020,8.7,1185461
Sat Oct 24 14:09:15 GMT 2020,8.7,1185965
Sat Oct 24 14:09:16 GMT 2020,8.7,1187565
Sat Oct 24 14:09:17 GMT 2020,31,1186549
Sat Oct 24 14:09:18 GMT 2020,31,1186206
Sat Oct 24 14:09:19 GMT 2020,31,1187692
Sat Oct 24 14:09:21 GMT 2020,31,1187719
Sat Oct 24 14:09:22 GMT 2020,31,1189315
Sat Oct 24 14:09:23 GMT 2020,28,1188049
Sat Oct 24 14:09:24 GMT 2020,28,1188209
Sat Oct 24 14:09:25 GMT 2020,28,1188349
Sat Oct 24 14:09:27 GMT 2020,28,1188580
Sat Oct 24 14:09:28 GMT 2020,28,1189926
Sat Oct 24 14:09:29 GMT 2020,27,1188514
Sat Oct 24 14:09:30 GMT 2020,27,1188734
Sat Oct 24 14:09:32 GMT 2020,27,1188830
Sat Oct 24 14:09:33 GMT 2020,27,1189038
Sat Oct 24 14:09:34 GMT 2020,27,1190520
Sat Oct 24 14:09:35 GMT 2020,27,1189170
Sat Oct 24 14:09:36 GMT 2020,27,1189303
