datetime,cpu,mem
Sat Oct 24 14:00:05 GMT 2020,27,1142710
Sat Oct 24 14:00:06 GMT 2020,9.2,1140946
Sat Oct 24 14:00:07 GMT 2020,9.2,1159534
Sat Oct 24 14:00:08 GMT 2020,9.2,1159855
Sat Oct 24 14:00:09 GMT 2020,9.2,1160139
Sat Oct 24 14:00:11 GMT 2020,9.2,1177024
Sat Oct 24 14:00:12 GMT 2020,31,1175530
Sat Oct 24 14:00:13 GMT 2020,31,1176351
Sat Oct 24 14:00:14 GMT 2020,31,1176580
Sat Oct 24 14:00:16 GMT 2020,31,1177973
Sat Oct 24 14:00:17 GMT 2020,27,1176704
Sat Oct 24 14:00:18 GMT 2020,27,1176940
Sat Oct 24 14:00:20 GMT 2020,27,1177152
Sat Oct 24 14:00:21 GMT 2020,27,1178614
Sat Oct 24 14:00:22 GMT 2020,27,1177511
Sat Oct 24 14:00:23 GMT 2020,27,1177691
Sat Oct 24 14:00:25 GMT 2020,27,1177933
Sat Oct 24 14:00:26 GMT 2020,27,1179254
Sat Oct 24 14:00:27 GMT 2020,28,1178061
Sat Oct 24 14:00:28 GMT 2020,28,1178273
Sat Oct 24 14:00:30 GMT 2020,28,1178329
Sat Oct 24 14:00:31 GMT 2020,28,1179758
