datetime,cpu,mem
Sat Oct 24 14:06:54 GMT 2020,27,1136927
Sat Oct 24 14:06:55 GMT 2020,8.7,1135393
Sat Oct 24 14:06:56 GMT 2020,8.7,1151723
Sat Oct 24 14:06:57 GMT 2020,8.7,1151962
Sat Oct 24 14:06:59 GMT 2020,8.7,1152286
Sat Oct 24 14:07:00 GMT 2020,8.7,1153216
Sat Oct 24 14:07:01 GMT 2020,32,1151396
Sat Oct 24 14:07:02 GMT 2020,32,1150948
Sat Oct 24 14:07:03 GMT 2020,32,1152296
Sat Oct 24 14:07:05 GMT 2020,32,1152341
Sat Oct 24 14:07:06 GMT 2020,32,1153846
Sat Oct 24 14:07:07 GMT 2020,27,1152648
Sat Oct 24 14:07:08 GMT 2020,27,1152780
Sat Oct 24 14:07:09 GMT 2020,27,1152956
Sat Oct 24 14:07:11 GMT 2020,27,1153305
Sat Oct 24 14:07:12 GMT 2020,27,1154827
Sat Oct 24 14:07:13 GMT 2020,28,1153577
Sat Oct 24 14:07:14 GMT 2020,28,1153701
Sat Oct 24 14:07:15 GMT 2020,28,1153765
Sat Oct 24 14:07:17 GMT 2020,28,1153849
Sat Oct 24 14:07:18 GMT 2020,28,1155353
Sat Oct 24 14:07:19 GMT 2020,28,1154127
Sat Oct 24 14:07:20 GMT 2020,28,1154315
