datetime,cpu,mem
Sat Oct 24 14:01:13 GMT 2020,27,1130811
Sat Oct 24 14:01:14 GMT 2020,6.5,1129981
Sat Oct 24 14:01:16 GMT 2020,6.5,1160882
Sat Oct 24 14:01:17 GMT 2020,6.5,1160999
Sat Oct 24 14:01:18 GMT 2020,6.5,1161628
Sat Oct 24 14:01:19 GMT 2020,6.5,1162596
Sat Oct 24 14:01:21 GMT 2020,32,1159988
Sat Oct 24 14:01:22 GMT 2020,32,1160817
Sat Oct 24 14:01:23 GMT 2020,32,1160841
Sat Oct 24 14:01:24 GMT 2020,32,1162306
Sat Oct 24 14:01:26 GMT 2020,28,1161066
Sat Oct 24 14:01:27 GMT 2020,28,1161242
Sat Oct 24 14:01:28 GMT 2020,28,1161494
Sat Oct 24 14:01:29 GMT 2020,28,1162988
Sat Oct 24 14:01:31 GMT 2020,28,1161677
Sat Oct 24 14:01:32 GMT 2020,28,1161755
Sat Oct 24 14:01:33 GMT 2020,28,1161879
Sat Oct 24 14:01:34 GMT 2020,28,1163448
Sat Oct 24 14:01:36 GMT 2020,27,1162299
Sat Oct 24 14:01:37 GMT 2020,27,1162427
Sat Oct 24 14:01:38 GMT 2020,27,1162547
Sat Oct 24 14:01:39 GMT 2020,27,1163545
