datetime,cpu,mem
Sat Oct 24 14:08:02 GMT 2020,28,1154733
Sat Oct 24 14:08:03 GMT 2020,8.9,1153262
Sat Oct 24 14:08:04 GMT 2020,8.9,1185553
Sat Oct 24 14:08:06 GMT 2020,8.9,1185982
Sat Oct 24 14:08:07 GMT 2020,8.9,1186328
Sat Oct 24 14:08:08 GMT 2020,8.9,1187548
Sat Oct 24 14:08:09 GMT 2020,32,1186031
Sat Oct 24 14:08:10 GMT 2020,32,1185515
Sat Oct 24 14:08:12 GMT 2020,32,1187001
Sat Oct 24 14:08:13 GMT 2020,32,1187016
Sat Oct 24 14:08:14 GMT 2020,32,1188501
Sat Oct 24 14:08:15 GMT 2020,28,1187387
Sat Oct 24 14:08:16 GMT 2020,28,1187571
Sat Oct 24 14:08:18 GMT 2020,28,1187607
Sat Oct 24 14:08:19 GMT 2020,28,1187828
Sat Oct 24 14:08:20 GMT 2020,28,1189338
Sat Oct 24 14:08:21 GMT 2020,27,1188200
Sat Oct 24 14:08:22 GMT 2020,27,1188076
Sat Oct 24 14:08:24 GMT 2020,27,1188264
Sat Oct 24 14:08:25 GMT 2020,27,1188408
Sat Oct 24 14:08:26 GMT 2020,27,1189918
Sat Oct 24 14:08:27 GMT 2020,28,1188644
Sat Oct 24 14:08:28 GMT 2020,28,1188577
