Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,26.942,26.942,screen dark,9.171568698000002
0,26.942,26.942,wifi running,0.3114872388
0.0,6.243037000007462,6.243037000007462,core 0 cpu_idle start,0.1491683791418983
6.243037000007462,31.01699999999255,24.773962999985088,core 0 cpu_idle,0.5919381713779237
0.0,6.233823999995366,6.233823999995366,core 1 cpu_idle start,0.14894824777332927
6.233823999995366,31.01699999999255,24.783175999997184,core 1 cpu_idle,0.5921583027464927
0.0,6.233589000010397,6.233589000010397,core 2 cpu_idle start,0.14894263278708844
6.233589000010397,31.01699999999255,24.783410999982152,core 2 cpu_idle,0.5921639177327336
0.0,6.238432999991346,6.238432999991346,core 3 cpu_idle start,0.14905837319127324
6.238432999991346,31.01699999999255,24.778567000001203,core 3 cpu_idle,0.5920481773285488
0.0,6.232600999996066,6.232600999996066,core 4 cpu_idle start,0.14891902594946602
6.232600999996066,31.01699999999255,24.784398999996483,core 4 cpu_idle,0.592187524570356
0.0,6.2326929999981076,6.2326929999981076,core 5 cpu_idle start,0.1489212241570348
6.2326929999981076,31.01699999999255,24.784306999994442,core 5 cpu_idle,0.5921853263627872
0.0,6.231858999992255,6.231858999992255,core 6 cpu_idle start,0.14890129692785495
6.231858999992255,31.01699999999255,24.785141000000294,core 6 cpu_idle,0.5922052535919671
0.0,6.232805000036024,6.232805000036024,core 7 cpu_idle start,0.14892390023666074
6.232805000036024,31.01699999999255,24.784194999956526,core 7 cpu_idle,0.5921826502831613
