datetime,cpu,mem
Sat Oct 24 14:13:43 GMT 2020,16,1166042
Sat Oct 24 14:13:44 GMT 2020,4.6,1166367
Sat Oct 24 14:13:45 GMT 2020,4.6,1184790
Sat Oct 24 14:13:46 GMT 2020,4.6,1181915
Sat Oct 24 14:13:48 GMT 2020,4.6,1182589
Sat Oct 24 14:13:49 GMT 2020,4.6,1182925
Sat Oct 24 14:13:50 GMT 2020,23,1181110
Sat Oct 24 14:13:51 GMT 2020,23,1181118
Sat Oct 24 14:13:53 GMT 2020,23,1180803
Sat Oct 24 14:13:54 GMT 2020,23,1183573
Sat Oct 24 14:13:55 GMT 2020,15,1182151
Sat Oct 24 14:13:56 GMT 2020,15,1182259
Sat Oct 24 14:13:58 GMT 2020,15,1182295
Sat Oct 24 14:13:59 GMT 2020,15,1183733
Sat Oct 24 14:14:00 GMT 2020,13,1182555
Sat Oct 24 14:14:02 GMT 2020,13,1182335
Sat Oct 24 14:14:03 GMT 2020,13,1182359
Sat Oct 24 14:14:04 GMT 2020,13,1183777
Sat Oct 24 14:14:06 GMT 2020,13,1182307
Sat Oct 24 14:14:07 GMT 2020,13,1182547
Sat Oct 24 14:14:08 GMT 2020,13,1182279
Sat Oct 24 14:14:09 GMT 2020,13,1183883
