datetime,cpu,mem
Sat Oct 24 14:19:24 GMT 2020,16,1153614
Sat Oct 24 14:19:25 GMT 2020,6.1,1151961
Sat Oct 24 14:19:26 GMT 2020,6.1,1183496
Sat Oct 24 14:19:27 GMT 2020,6.1,1183862
Sat Oct 24 14:19:28 GMT 2020,6.1,1183714
Sat Oct 24 14:19:30 GMT 2020,6.1,1184762
Sat Oct 24 14:19:31 GMT 2020,23,1182469
Sat Oct 24 14:19:32 GMT 2020,23,1182525
Sat Oct 24 14:19:33 GMT 2020,23,1182681
Sat Oct 24 14:19:35 GMT 2020,23,1184080
Sat Oct 24 14:19:36 GMT 2020,13,1182834
Sat Oct 24 14:19:37 GMT 2020,13,1182778
Sat Oct 24 14:19:39 GMT 2020,13,1183002
Sat Oct 24 14:19:40 GMT 2020,13,1184329
Sat Oct 24 14:19:41 GMT 2020,13,1183159
Sat Oct 24 14:19:43 GMT 2020,13,1183051
Sat Oct 24 14:19:44 GMT 2020,13,1183131
Sat Oct 24 14:19:45 GMT 2020,13,1184433
Sat Oct 24 14:19:47 GMT 2020,13,1183359
Sat Oct 24 14:19:48 GMT 2020,13,1183319
Sat Oct 24 14:19:49 GMT 2020,13,1183061
Sat Oct 24 14:19:51 GMT 2020,13,1183004
