datetime,cpu,mem
Sat Oct 24 14:15:59 GMT 2020,15,1170032
Sat Oct 24 14:16:00 GMT 2020,3.5,1168997
Sat Oct 24 14:16:01 GMT 2020,3.5,1185865
Sat Oct 24 14:16:03 GMT 2020,3.5,1182289
Sat Oct 24 14:16:04 GMT 2020,3.5,1182282
Sat Oct 24 14:16:05 GMT 2020,3.5,1182232
Sat Oct 24 14:16:07 GMT 2020,22,1180901
Sat Oct 24 14:16:08 GMT 2020,22,1180873
Sat Oct 24 14:16:09 GMT 2020,22,1180814
Sat Oct 24 14:16:10 GMT 2020,22,1182156
Sat Oct 24 14:16:12 GMT 2020,13,1181030
Sat Oct 24 14:16:13 GMT 2020,13,1181106
Sat Oct 24 14:16:14 GMT 2020,13,1181082
Sat Oct 24 14:16:16 GMT 2020,13,1182455
Sat Oct 24 14:16:17 GMT 2020,13,1181145
Sat Oct 24 14:16:18 GMT 2020,13,1181113
Sat Oct 24 14:16:19 GMT 2020,13,1181101
Sat Oct 24 14:16:21 GMT 2020,13,1182695
Sat Oct 24 14:16:22 GMT 2020,13,1181185
Sat Oct 24 14:16:23 GMT 2020,13,1181265
Sat Oct 24 14:16:25 GMT 2020,13,1180985
Sat Oct 24 14:16:26 GMT 2020,13,1184375
