datetime,cpu,mem
Sat Oct 24 14:10:18 GMT 2020,27,1143114
Sat Oct 24 14:10:19 GMT 2020,8.5,1142101
Sat Oct 24 14:10:20 GMT 2020,8.5,1159770
Sat Oct 24 14:10:22 GMT 2020,8.5,1164755
Sat Oct 24 14:10:23 GMT 2020,8.5,1164492
Sat Oct 24 14:10:24 GMT 2020,8.5,1165461
Sat Oct 24 14:10:25 GMT 2020,24,1163268
Sat Oct 24 14:10:27 GMT 2020,24,1163066
Sat Oct 24 14:10:28 GMT 2020,24,1162986
Sat Oct 24 14:10:29 GMT 2020,24,1164226
Sat Oct 24 14:10:31 GMT 2020,14,1163250
Sat Oct 24 14:10:32 GMT 2020,14,1163323
Sat Oct 24 14:10:33 GMT 2020,14,1163809
Sat Oct 24 14:10:34 GMT 2020,14,1165147
Sat Oct 24 14:10:36 GMT 2020,13,1163589
Sat Oct 24 14:10:37 GMT 2020,13,1163693
Sat Oct 24 14:10:38 GMT 2020,13,1163977
Sat Oct 24 14:10:39 GMT 2020,13,1165343
Sat Oct 24 14:10:41 GMT 2020,13,1164013
Sat Oct 24 14:10:42 GMT 2020,13,1164077
Sat Oct 24 14:10:43 GMT 2020,13,1164037
Sat Oct 24 14:10:45 GMT 2020,13,1179826
