datetime,cpu,mem
Sat Oct 24 14:11:26 GMT 2020,14,1142672
Sat Oct 24 14:11:28 GMT 2020,6.5,1141803
Sat Oct 24 14:11:29 GMT 2020,6.5,1172616
Sat Oct 24 14:11:30 GMT 2020,6.5,1172620
Sat Oct 24 14:11:31 GMT 2020,6.5,1172456
Sat Oct 24 14:11:32 GMT 2020,6.5,1173772
Sat Oct 24 14:11:34 GMT 2020,22,1171333
Sat Oct 24 14:11:35 GMT 2020,22,1171477
Sat Oct 24 14:11:36 GMT 2020,22,1171493
Sat Oct 24 14:11:38 GMT 2020,22,1172844
Sat Oct 24 14:11:39 GMT 2020,13,1171680
Sat Oct 24 14:11:40 GMT 2020,13,1171816
Sat Oct 24 14:11:41 GMT 2020,13,1171896
Sat Oct 24 14:11:43 GMT 2020,13,1173175
Sat Oct 24 14:11:44 GMT 2020,13,1171893
Sat Oct 24 14:11:45 GMT 2020,13,1172073
Sat Oct 24 14:11:47 GMT 2020,13,1169065
Sat Oct 24 14:11:48 GMT 2020,13,1170455
Sat Oct 24 14:11:49 GMT 2020,14,1169321
Sat Oct 24 14:11:50 GMT 2020,14,1169125
Sat Oct 24 14:11:52 GMT 2020,14,1168121
Sat Oct 24 14:11:53 GMT 2020,14,1185655
