datetime,cpu,mem
Sat Oct 24 14:12:35 GMT 2020,14,1161372
Sat Oct 24 14:12:36 GMT 2020,7.6,1159802
Sat Oct 24 14:12:37 GMT 2020,7.6,1175837
Sat Oct 24 14:12:38 GMT 2020,7.6,1176448
Sat Oct 24 14:12:39 GMT 2020,7.6,1176328
Sat Oct 24 14:12:41 GMT 2020,7.6,1177588
Sat Oct 24 14:12:42 GMT 2020,22,1175705
Sat Oct 24 14:12:43 GMT 2020,22,1176145
Sat Oct 24 14:12:44 GMT 2020,22,1176129
Sat Oct 24 14:12:46 GMT 2020,22,1177392
Sat Oct 24 14:12:47 GMT 2020,14,1176185
Sat Oct 24 14:12:48 GMT 2020,14,1176313
Sat Oct 24 14:12:50 GMT 2020,14,1176365
Sat Oct 24 14:12:51 GMT 2020,14,1177823
Sat Oct 24 14:12:52 GMT 2020,13,1176689
Sat Oct 24 14:12:53 GMT 2020,13,1174701
Sat Oct 24 14:12:55 GMT 2020,13,1174449
Sat Oct 24 14:12:56 GMT 2020,13,1174465
Sat Oct 24 14:12:57 GMT 2020,13,1175763
Sat Oct 24 14:12:58 GMT 2020,16,1173385
Sat Oct 24 14:13:00 GMT 2020,16,1173145
Sat Oct 24 14:13:01 GMT 2020,16,1173292
