datetime,cpu,mem
Sat Oct 24 14:20:32 GMT 2020,16,1175006
Sat Oct 24 14:20:33 GMT 2020,7.2,1172730
Sat Oct 24 14:20:34 GMT 2020,7.2,1202594
Sat Oct 24 14:20:35 GMT 2020,7.2,1204775
Sat Oct 24 14:20:37 GMT 2020,7.2,1204913
Sat Oct 24 14:20:38 GMT 2020,7.2,1206067
Sat Oct 24 14:20:39 GMT 2020,23,1203816
Sat Oct 24 14:20:40 GMT 2020,23,1204400
Sat Oct 24 14:20:42 GMT 2020,23,1204412
Sat Oct 24 14:20:43 GMT 2020,23,1205849
Sat Oct 24 14:20:44 GMT 2020,14,1204300
Sat Oct 24 14:20:46 GMT 2020,14,1204532
Sat Oct 24 14:20:47 GMT 2020,14,1204440
Sat Oct 24 14:20:48 GMT 2020,14,1205722
Sat Oct 24 14:20:50 GMT 2020,13,1204480
Sat Oct 24 14:20:51 GMT 2020,13,1204696
Sat Oct 24 14:20:52 GMT 2020,13,1204744
Sat Oct 24 14:20:54 GMT 2020,13,1206090
Sat Oct 24 14:20:55 GMT 2020,13,1204848
Sat Oct 24 14:20:56 GMT 2020,13,1204920
Sat Oct 24 14:20:58 GMT 2020,13,1204617
Sat Oct 24 14:20:59 GMT 2020,13,1204319
