Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,26.762,26.762,screen dark,8.303940837
0,26.762,26.762,wifi running,0.2820206322
0.0,6.0217569999804255,6.0217569999804255,core 0 cpu_idle start,0.1311462800457537
6.0217569999804255,31.005999999993946,24.98424300001352,core 0 cpu_idle,0.5441253323941145
0.0,6.022710999997798,6.022710999997798,core 1 cpu_idle start,0.13116705696409206
6.022710999997798,31.005999999993946,24.983288999996148,core 1 cpu_idle,0.5441045554757762
0.0,6.022020000003977,6.022020000003977,core 2 cpu_idle start,0.13115200785488662
6.022020000003977,31.005999999993946,24.98397999998997,core 2 cpu_idle,0.5441196045849815
0.0,6.021292999997968,6.021292999997968,core 3 cpu_idle start,0.13113617471077574
6.021292999997968,31.005999999993946,24.98470699999598,core 3 cpu_idle,0.5441354377290925
0.0,6.041077999980189,6.041077999980189,core 4 cpu_idle start,0.13156706708128854
6.041077999980189,31.005999999993946,24.964922000013757,core 4 cpu_idle,0.5437045453585797
0.0,6.049073999980465,6.049073999980465,core 5 cpu_idle start,0.13174120988633456
6.049073999980465,31.005999999993946,24.956926000013482,core 5 cpu_idle,0.5435304025535337
0.0,6.093217999994522,6.093217999994522,core 6 cpu_idle start,0.1327026105852007
6.093217999994522,31.005999999993946,24.912781999999424,core 6 cpu_idle,0.5425690018546675
0.0,8.241855000000214,8.241855000000214,core 7 cpu_idle start,0.17949721716270467
8.241855000000214,31.005999999993946,22.764144999993732,core 7 cpu_idle,0.49577439527716355
