datetime,cpu,mem
Sat Oct 24 15:02:43 GMT 2020,17,1132447
Sat Oct 24 15:02:44 GMT 2020,8.8,1129950
Sat Oct 24 15:02:45 GMT 2020,8.8,1155541
Sat Oct 24 15:02:46 GMT 2020,8.8,1173198
Sat Oct 24 15:02:48 GMT 2020,8.8,1152061
Sat Oct 24 15:02:49 GMT 2020,34,1151389
Sat Oct 24 15:02:51 GMT 2020,34,1150043
Sat Oct 24 15:02:52 GMT 2020,34,1150395
Sat Oct 24 15:02:53 GMT 2020,34,1144735
Sat Oct 24 15:02:55 GMT 2020,21,1144001
Sat Oct 24 15:02:56 GMT 2020,21,1159340
Sat Oct 24 15:02:57 GMT 2020,21,1159913
Sat Oct 24 15:02:58 GMT 2020,21,1160878
Sat Oct 24 15:03:00 GMT 2020,22,1159459
Sat Oct 24 15:03:01 GMT 2020,22,1158955
Sat Oct 24 15:03:03 GMT 2020,22,1158783
Sat Oct 24 15:03:04 GMT 2020,22,1160364
Sat Oct 24 15:03:05 GMT 2020,15,1161537
Sat Oct 24 15:03:07 GMT 2020,15,1162195
Sat Oct 24 15:03:08 GMT 2020,15,1162029
Sat Oct 24 15:03:09 GMT 2020,15,1177312
