datetime,cpu,mem
Sat Oct 24 15:00:26 GMT 2020,22,1123013
Sat Oct 24 15:00:27 GMT 2020,8.7,1123262
Sat Oct 24 15:00:28 GMT 2020,8.7,1165192
Sat Oct 24 15:00:29 GMT 2020,8.7,1164171
Sat Oct 24 15:00:31 GMT 2020,8.7,1159582
Sat Oct 24 15:00:32 GMT 2020,34,1162800
Sat Oct 24 15:00:34 GMT 2020,34,1159321
Sat Oct 24 15:00:35 GMT 2020,34,1159793
Sat Oct 24 15:00:37 GMT 2020,34,1154408
Sat Oct 24 15:00:38 GMT 2020,21,1153106
Sat Oct 24 15:00:39 GMT 2020,21,1153001
Sat Oct 24 15:00:40 GMT 2020,21,1153247
Sat Oct 24 15:00:42 GMT 2020,21,1154276
Sat Oct 24 15:00:43 GMT 2020,20,1152859
Sat Oct 24 15:00:45 GMT 2020,20,1152575
Sat Oct 24 15:00:46 GMT 2020,20,1152683
Sat Oct 24 15:00:47 GMT 2020,20,1154280
Sat Oct 24 15:00:49 GMT 2020,15,1155032
Sat Oct 24 15:00:50 GMT 2020,15,1154874
Sat Oct 24 15:00:51 GMT 2020,15,1154730
Sat Oct 24 15:00:53 GMT 2020,15,1155517
