datetime,cpu,mem
Sat Oct 24 14:57:00 GMT 2020,16,1206700
Sat Oct 24 14:57:02 GMT 2020,10,1207162
Sat Oct 24 14:57:03 GMT 2020,10,1248402
Sat Oct 24 14:57:04 GMT 2020,10,1257858
Sat Oct 24 14:57:05 GMT 2020,10,1231930
Sat Oct 24 14:57:07 GMT 2020,10,1234201
Sat Oct 24 14:57:08 GMT 2020,31,1232749
Sat Oct 24 14:57:09 GMT 2020,31,1233955
Sat Oct 24 14:57:10 GMT 2020,31,1232284
Sat Oct 24 14:57:12 GMT 2020,31,1228715
Sat Oct 24 14:57:13 GMT 2020,22,1227029
Sat Oct 24 14:57:14 GMT 2020,22,1227094
Sat Oct 24 14:57:16 GMT 2020,22,1226756
Sat Oct 24 14:57:17 GMT 2020,22,1228117
Sat Oct 24 14:57:18 GMT 2020,21,1226530
Sat Oct 24 14:57:20 GMT 2020,21,1226405
Sat Oct 24 14:57:21 GMT 2020,21,1226549
Sat Oct 24 14:57:22 GMT 2020,21,1228182
Sat Oct 24 14:57:24 GMT 2020,18,1229151
Sat Oct 24 14:57:25 GMT 2020,18,1229029
Sat Oct 24 14:57:26 GMT 2020,18,1228686
