datetime,cpu,mem
Sat Oct 24 15:05:00 GMT 2020,23,1137569
Sat Oct 24 15:05:01 GMT 2020,7.6,1135085
Sat Oct 24 15:05:02 GMT 2020,7.6,1206876
Sat Oct 24 15:05:04 GMT 2020,7.6,1193664
Sat Oct 24 15:05:05 GMT 2020,7.6,1186152
Sat Oct 24 15:05:07 GMT 2020,34,1183593
Sat Oct 24 15:05:08 GMT 2020,34,1184203
Sat Oct 24 15:05:09 GMT 2020,34,1182533
Sat Oct 24 15:05:11 GMT 2020,34,1178731
Sat Oct 24 15:05:12 GMT 2020,22,1177640
Sat Oct 24 15:05:14 GMT 2020,22,1177242
Sat Oct 24 15:05:15 GMT 2020,22,1177464
Sat Oct 24 15:05:16 GMT 2020,22,1178219
Sat Oct 24 15:05:18 GMT 2020,21,1176890
Sat Oct 24 15:05:19 GMT 2020,21,1176642
Sat Oct 24 15:05:20 GMT 2020,21,1176798
Sat Oct 24 15:05:22 GMT 2020,21,1178659
Sat Oct 24 15:05:23 GMT 2020,16,1179432
Sat Oct 24 15:05:25 GMT 2020,16,1179562
Sat Oct 24 15:05:26 GMT 2020,16,1179102
