datetime,cpu,mem
Sat Oct 24 15:06:08 GMT 2020,21,1153791
Sat Oct 24 15:06:09 GMT 2020,7.8,1151769
Sat Oct 24 15:06:11 GMT 2020,7.8,1178884
Sat Oct 24 15:06:12 GMT 2020,7.8,1174508
Sat Oct 24 15:06:13 GMT 2020,7.8,1169861
Sat Oct 24 15:06:15 GMT 2020,35,1178928
Sat Oct 24 15:06:16 GMT 2020,35,1166947
Sat Oct 24 15:06:17 GMT 2020,35,1167202
Sat Oct 24 15:06:19 GMT 2020,35,1162070
Sat Oct 24 15:06:20 GMT 2020,22,1160810
Sat Oct 24 15:06:21 GMT 2020,22,1160702
Sat Oct 24 15:06:23 GMT 2020,22,1160977
Sat Oct 24 15:06:24 GMT 2020,22,1161918
Sat Oct 24 15:06:26 GMT 2020,21,1160467
Sat Oct 24 15:06:27 GMT 2020,21,1160171
Sat Oct 24 15:06:28 GMT 2020,21,1159039
Sat Oct 24 15:06:30 GMT 2020,21,1160632
Sat Oct 24 15:06:31 GMT 2020,15,1160277
Sat Oct 24 15:06:32 GMT 2020,15,1160551
Sat Oct 24 15:06:34 GMT 2020,15,1160221
Sat Oct 24 15:06:35 GMT 2020,15,1159068
