Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,26.755,26.755,screen dark,8.301768817500001
0,26.755,26.755,wifi running,0.2819468655
0.0,5.850998000008985,5.850998000008985,core 0 cpu_idle start,0.1274273641827157
5.850998000008985,30.778000000020256,24.92700200001127,core 0 cpu_idle,0.5428786955377255
0.0,5.751883999997517,5.751883999997517,core 1 cpu_idle start,0.12526878614610593
5.751883999997517,30.778000000020256,25.02611600002274,core 1 cpu_idle,0.5450372735743353
0.0,5.757049999985611,5.757049999985611,core 2 cpu_idle start,0.12538129511668664
5.757049999985611,30.778000000020256,25.020950000034645,core 2 cpu_idle,0.5449247646037546
0.0,5.752047999994829,5.752047999994829,core 3 cpu_idle start,0.1252723578594074
5.752047999994829,30.778000000020256,25.025952000025427,core 3 cpu_idle,0.5450337018610338
0.0,5.753927999990992,5.753927999990992,core 4 cpu_idle start,0.12531330189052384
5.753927999990992,30.778000000020256,25.024072000029264,core 4 cpu_idle,0.5449927578299174
0.0,5.753645999997389,5.753645999997389,core 5 cpu_idle start,0.12530716028598313
5.753645999997389,30.778000000020256,25.024354000022868,core 5 cpu_idle,0.5449988994344581
0.0,5.751883999997517,5.751883999997517,core 6 cpu_idle start,0.12526878614610593
5.751883999997517,30.778000000020256,25.02611600002274,core 6 cpu_idle,0.5450372735743353
0.0,5.794471000001067,5.794471000001067,core 7 cpu_idle start,0.12619627734656325
5.794471000001067,30.778000000020256,24.98352900001919,core 7 cpu_idle,0.544109782373878
