Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,26.793,26.793,screen dark,9.120846267000001
0,26.793,26.793,wifi running,0.3097645902
0.0,6.025430999929085,6.025430999929085,core 0 cpu_idle start,0.14396899712266562
0.0,6.024660999944899,6.024660999944899,core 1 cpu_idle start,0.14395059908184346
0.0,6.0254319999367,6.0254319999367,core 2 cpu_idle start,0.14396902101640754
0.0,6.025276999978814,6.025276999978814,core 3 cpu_idle start,0.1439653175156138
0.0,6.061783999961335,6.061783999961335,core 4 cpu_idle start,0.14483759971011617
0.0,6.091819999972358,6.091819999972358,core 5 cpu_idle start,0.14555526667853955
0.0,6.092315999965649,6.092315999965649,core 6 cpu_idle start,0.14556711788413923
0.0,6.121832999982871,6.121832999982871,core 7 cpu_idle start,0.14627238409507073
