Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,26.685,26.685,screen dark,9.084081015
0,26.685,26.685,wifi running,0.308515959
0.0,6.066550999996252,6.066550999996252,core 0 cpu_idle start,0.14495150031147047
6.066550999996252,7.1227230000076815,1.0561720000114292,core 0 cpu_idle,0.025235709052593085
7.1227230000076815,7.124086999974679,0.0013639999669976532,core 0 cpu_frequency,3.2590815051456446e-05
7.124086999974679,7.124333999992814,0.0002470000181347132,core 0 cpu_frequency,5.901709753302857e-06
7.124333999992814,7.14063499995973,0.016300999966915697,core 0 cpu_idle,0.00038948892076949825
7.14063499995973,7.142669999971986,0.002035000012256205,core 0 cpu_frequency,4.8623394892844375e-05
7.142669999971986,7.160998000006657,0.018328000034671277,core 0 cpu_idle,0.00043792116850842024
7.160998000006657,7.1614609999815,0.0004629999748431146,core 0 cpu_frequency,1.106271767891245e-05
7.1614609999815,7.2008849999983795,0.03942400001687929,core 0 cpu_idle,0.0009419797098433064
7.2008849999983795,7.201167999999598,0.00028300000121816993,core 0 cpu_frequency,6.761877509106416e-06
7.201167999999598,7.240386999968905,0.03921899996930733,core 0 cpu_idle,0.000937081528906643
7.240386999968905,7.240641999989748,0.0002550000208429992,core 0 cpu_frequency,6.0928582980134524e-06
7.240641999989748,7.4602239999803714,0.21958199999062344,core 0 cpu_idle,0.005246595691695961
7.4602239999803714,7.48016799998004,0.01994399999966845,core 0 cpu_frequency,0.0004765331606320781
7.48016799998004,7.486282999976538,0.006114999996498227,core 0 cpu_frequency,0.00014610911931633018
7.486282999976538,7.500113999994937,0.013831000018399209,core 0 cpu_idle,0.0003304718287996226
7.500113999994937,7.520442999957595,0.02032899996265769,core 0 cpu_frequency,0.0004857321803477593
7.520442999957595,7.524058999959379,0.003616000001784414,core 0 cpu_frequency,8.639911300263601e-05
7.524058999959379,7.821271999971941,0.2972130000125617,core 0 cpu_idle,0.007101476648580143
7.821271999971941,7.823131999990437,0.0018600000184960663,core 0 cpu_frequency,4.444202204193687e-05
7.823131999990437,7.912442000000738,0.08931000001030043,core 0 cpu_idle,0.002133933843846114
7.912442000000738,7.917542000010144,0.005100000009406358,core 0 cpu_frequency,0.00012185715622475138
7.917542000010144,7.951223999960348,0.033681999950204045,core 0 cpu_idle,0.0008047828867301974
7.951223999960348,7.9515319999773055,0.00030800001695752144,core 0 cpu_frequency,7.359216885175556e-06
7.9515319999773055,7.9907050000038,0.039173000026494265,core 0 cpu_idle,0.0009359824265130424
7.9907050000038,7.990955999994185,0.00025099999038502574,core 0 cpu_frequency,5.997283330264036e-06
7.990955999994185,8.292049999989104,0.3010939999949187,core 0 cpu_idle,0.00719420755451859
8.292049999989104,8.293278999975882,0.0012289999867789447,core 0 cpu_frequency,2.9365184924101925e-05
8.293278999975882,8.95298899995396,0.6597099999780767,core 0 cpu_idle,0.015762820467076173
8.95298899995396,8.962078999960795,0.009090000006835908,core 0 cpu_frequency,0.0002171924605633342
8.962078999960795,8.971779999963474,0.009701000002678484,core 0 cpu_idle,0.00023179142562399852
8.971779999963474,8.972168000007514,0.0003880000440403819,core 0 cpu_frequency,9.270702332281508e-06
8.972168000007514,9.046246999991126,0.07407899998361245,core 0 cpu_idle,0.001770011030848443
9.046246999991126,9.04673899995396,0.0004919999628327787,core 0 cpu_frequency,1.1755630631942768e-05
9.04673899995396,9.2437739999732,0.19703500001924112,core 0 cpu_idle,0.0047078675950597395
9.2437739999732,9.25037299998803,0.006599000014830381,core 0 cpu_frequency,0.0001576736027943506
9.25037299998803,9.280930000008084,0.030557000020053238,core 0 cpu_idle,0.0007301155133991432
9.280930000008084,9.298162999970373,0.017232999962288886,core 0 cpu_frequency,0.0004117577185789473
9.298162999970373,9.300157999969088,0.001994999998714775,core 0 cpu_idle,4.76676521692914e-05
9.300157999969088,9.300586999976076,0.0004290000069886446,core 0 cpu_frequency,1.02503374069836e-05
9.300586999976076,9.780475999985356,0.4798890000092797,core 0 cpu_idle,0.011466256615061725
9.780475999985356,9.78249599999981,0.0020200000144541264,core 0 cpu_frequency,4.826499154536054e-05
9.78249599999981,10.112056999991182,0.3295609999913722,core 0 cpu_idle,0.007874385526953851
10.112056999991182,10.11229199997615,0.00023499998496845365,core 0 cpu_frequency,5.614986240842846e-06
10.11229199997615,10.20417300000554,0.09188100002938882,core 0 cpu_idle,0.0021953641870622034
10.20417300000554,10.204865999985486,0.0006929999799467623,core 0 cpu_frequency,1.6558236600856762e-05
10.204865999985486,10.220013999962248,0.015147999976761639,core 0 cpu_idle,0.00036193964632475286
10.220013999962248,10.220180000003893,0.00016600004164502025,core 0 cpu_frequency,3.96633195504779e-06
10.220180000003893,10.222700999991503,0.0025209999876096845,core 0 cpu_idle,6.0235664463951256e-05
10.222700999991503,10.222974999982398,0.0002739999908953905,core 0 cpu_frequency,6.546835222458467e-06
10.222974999982398,10.262035999970976,0.03906099998857826,core 0 cpu_idle,0.000933306346887094
10.262035999970976,10.274155999999493,0.012120000028517097,core 0 cpu_frequency,0.000289589947881375
10.274155999999493,10.344258999975864,0.07010299997637048,core 0 cpu_idle,0.0016750102361154067
10.344258999975864,10.346421999973245,0.002162999997381121,core 0 cpu_frequency,5.168177021742566e-05
10.346421999973245,10.346740999957547,0.0003189999843016267,core 0 cpu_frequency,7.622045264909976e-06
10.346740999957547,10.432341000007,0.08560000004945323,core 0 cpu_idle,0.0020452887371816136
10.432341000007,10.433282999962103,0.0009419999551028013,core 0 cpu_frequency,2.250773244724609e-05
