datetime,cpu,mem
Sat Oct 24 13:47:41 GMT 2020,14,1757702
Sat Oct 24 13:47:42 GMT 2020,3.7,1771868
Sat Oct 24 13:47:43 GMT 2020,3.7,1678825
Sat Oct 24 13:47:45 GMT 2020,3.7,2005015
Sat Oct 24 13:47:46 GMT 2020,3.7,2041683
Sat Oct 24 13:47:47 GMT 2020,3.7,1594509
Sat Oct 24 13:47:48 GMT 2020,32,1568180
Sat Oct 24 13:47:50 GMT 2020,32,1510540
Sat Oct 24 13:47:51 GMT 2020,32,1506272
Sat Oct 24 13:47:53 GMT 2020,32,1507601
Sat Oct 24 13:47:54 GMT 2020,14,1506356
Sat Oct 24 13:47:55 GMT 2020,14,1506380
Sat Oct 24 13:47:57 GMT 2020,14,1506528
Sat Oct 24 13:47:58 GMT 2020,14,1508013
Sat Oct 24 13:48:00 GMT 2020,13,1506704
Sat Oct 24 13:48:01 GMT 2020,13,1506692
Sat Oct 24 13:48:02 GMT 2020,13,1506832
Sat Oct 24 13:48:04 GMT 2020,13,1508177
Sat Oct 24 13:48:05 GMT 2020,14,1507036
Sat Oct 24 13:48:06 GMT 2020,14,1506703
Sat Oct 24 13:48:08 GMT 2020,14,1507580
