datetime,cpu,mem
Sat Oct 24 13:50:58 GMT 2020,13,1162383
Sat Oct 24 13:50:59 GMT 2020,6.6,1159300
Sat Oct 24 13:51:00 GMT 2020,6.6,1485348
Sat Oct 24 13:51:02 GMT 2020,6.6,2015456
Sat Oct 24 13:51:03 GMT 2020,6.6,1967949
Sat Oct 24 13:51:04 GMT 2020,6.6,1621746
Sat Oct 24 13:51:06 GMT 2020,32,1616808
Sat Oct 24 13:51:07 GMT 2020,32,1521392
Sat Oct 24 13:51:08 GMT 2020,32,1521616
Sat Oct 24 13:51:10 GMT 2020,32,1522750
Sat Oct 24 13:51:11 GMT 2020,14,1521503
Sat Oct 24 13:51:13 GMT 2020,14,1521543
Sat Oct 24 13:51:14 GMT 2020,14,1521700
Sat Oct 24 13:51:15 GMT 2020,14,1522981
Sat Oct 24 13:51:17 GMT 2020,13,1521632
Sat Oct 24 13:51:18 GMT 2020,13,1521700
Sat Oct 24 13:51:20 GMT 2020,13,1521756
Sat Oct 24 13:51:22 GMT 2020,13,1522841
Sat Oct 24 13:51:23 GMT 2020,11,1521536
Sat Oct 24 13:51:25 GMT 2020,11,1521753
