datetime,cpu,mem
Sat Oct 24 13:39:27 GMT 2020,13,1162587
Sat Oct 24 13:39:28 GMT 2020,4.5,1163899
Sat Oct 24 13:39:29 GMT 2020,4.5,1558706
Sat Oct 24 13:39:30 GMT 2020,4.5,1899165
Sat Oct 24 13:39:32 GMT 2020,4.5,1991769
Sat Oct 24 13:39:33 GMT 2020,4.5,1670330
Sat Oct 24 13:39:34 GMT 2020,33,1577899
Sat Oct 24 13:39:36 GMT 2020,33,1577519
Sat Oct 24 13:39:37 GMT 2020,33,1577305
Sat Oct 24 13:39:38 GMT 2020,33,1578834
Sat Oct 24 13:39:40 GMT 2020,13,1577190
Sat Oct 24 13:39:41 GMT 2020,13,1577214
Sat Oct 24 13:39:42 GMT 2020,13,1577254
Sat Oct 24 13:39:44 GMT 2020,13,1578648
Sat Oct 24 13:39:45 GMT 2020,13,1577391
Sat Oct 24 13:39:46 GMT 2020,13,1577411
Sat Oct 24 13:39:48 GMT 2020,13,1577607
Sat Oct 24 13:39:49 GMT 2020,13,1578988
Sat Oct 24 13:39:51 GMT 2020,13,1577707
Sat Oct 24 13:39:52 GMT 2020,13,1577479
Sat Oct 24 13:39:53 GMT 2020,13,1577385
