datetime,cpu,mem
Sat Oct 24 13:42:45 GMT 2020,13,1154350
Sat Oct 24 13:42:46 GMT 2020,6.5,1157279
Sat Oct 24 13:42:47 GMT 2020,6.5,1605246
Sat Oct 24 13:42:49 GMT 2020,6.5,1989478
Sat Oct 24 13:42:50 GMT 2020,6.5,2107851
Sat Oct 24 13:42:51 GMT 2020,6.5,1497961
Sat Oct 24 13:42:52 GMT 2020,33,1487413
Sat Oct 24 13:42:54 GMT 2020,33,1486817
Sat Oct 24 13:42:55 GMT 2020,33,1486711
Sat Oct 24 13:42:56 GMT 2020,33,1488125
Sat Oct 24 13:42:58 GMT 2020,14,1486548
Sat Oct 24 13:42:59 GMT 2020,14,1486432
Sat Oct 24 13:43:00 GMT 2020,14,1486428
Sat Oct 24 13:43:02 GMT 2020,14,1487778
Sat Oct 24 13:43:03 GMT 2020,13,1486625
Sat Oct 24 13:43:04 GMT 2020,13,1486673
Sat Oct 24 13:43:06 GMT 2020,13,1486789
Sat Oct 24 13:43:07 GMT 2020,13,1488262
Sat Oct 24 13:43:08 GMT 2020,13,1487117
Sat Oct 24 13:43:10 GMT 2020,13,1487017
Sat Oct 24 13:43:11 GMT 2020,13,1486614
Sat Oct 24 13:43:13 GMT 2020,13,1488053
