datetime,cpu,mem
Sat Oct 24 13:37:48 GMT 2020,1,1149205
Sat Oct 24 13:37:50 GMT 2020,6.5,1148189
Sat Oct 24 13:37:51 GMT 2020,6.5,1227953
Sat Oct 24 13:37:52 GMT 2020,6.5,1799276
Sat Oct 24 13:37:53 GMT 2020,6.5,1881400
Sat Oct 24 13:37:54 GMT 2020,6.5,1480651
Sat Oct 24 13:37:56 GMT 2020,34,1479560
Sat Oct 24 13:37:57 GMT 2020,34,1479040
Sat Oct 24 13:37:58 GMT 2020,34,1479126
Sat Oct 24 13:38:00 GMT 2020,34,1480551
Sat Oct 24 13:38:01 GMT 2020,14,1479487
Sat Oct 24 13:38:02 GMT 2020,14,1479463
Sat Oct 24 13:38:04 GMT 2020,14,1479551
Sat Oct 24 13:38:05 GMT 2020,14,1480992
Sat Oct 24 13:38:06 GMT 2020,13,1479723
Sat Oct 24 13:38:08 GMT 2020,13,1479735
Sat Oct 24 13:38:09 GMT 2020,13,1479991
Sat Oct 24 13:38:11 GMT 2020,13,1481260
Sat Oct 24 13:38:12 GMT 2020,13,1480139
Sat Oct 24 13:38:13 GMT 2020,13,1480143
Sat Oct 24 13:38:15 GMT 2020,13,1479607
