datetime,cpu,mem
Sat Oct 24 13:52:37 GMT 2020,11,1159804
Sat Oct 24 13:52:38 GMT 2020,5.5,1173310
Sat Oct 24 13:52:39 GMT 2020,5.5,1664040
Sat Oct 24 13:52:40 GMT 2020,5.5,1947335
Sat Oct 24 13:52:42 GMT 2020,5.5,2025362
Sat Oct 24 13:52:43 GMT 2020,5.5,1944159
Sat Oct 24 13:52:44 GMT 2020,32,1647963
Sat Oct 24 13:52:46 GMT 2020,32,1647411
Sat Oct 24 13:52:47 GMT 2020,32,1647413
Sat Oct 24 13:52:49 GMT 2020,32,1648839
Sat Oct 24 13:52:50 GMT 2020,15,1647614
Sat Oct 24 13:52:51 GMT 2020,15,1648050
Sat Oct 24 13:52:53 GMT 2020,15,1648098
Sat Oct 24 13:52:54 GMT 2020,15,1649407
Sat Oct 24 13:52:56 GMT 2020,15,1648214
Sat Oct 24 13:52:57 GMT 2020,15,1648580
Sat Oct 24 13:52:58 GMT 2020,15,1639591
Sat Oct 24 13:53:00 GMT 2020,15,1640728
Sat Oct 24 13:53:01 GMT 2020,14,1639595
Sat Oct 24 13:53:03 GMT 2020,14,1638949
Sat Oct 24 13:53:04 GMT 2020,14,1561924
