datetime,cpu,mem
Sat Oct 24 13:24:49 GMT 2020,13,1144395
Sat Oct 24 13:24:50 GMT 2020,5.7,1143896
Sat Oct 24 13:24:51 GMT 2020,5.7,1188321
Sat Oct 24 13:24:52 GMT 2020,5.7,1186435
Sat Oct 24 13:24:53 GMT 2020,5.7,1184899
Sat Oct 24 13:24:54 GMT 2020,5.7,1184892
Sat Oct 24 13:24:56 GMT 2020,23,1182791
Sat Oct 24 13:24:57 GMT 2020,23,1182743
Sat Oct 24 13:24:58 GMT 2020,23,1182799
Sat Oct 24 13:24:59 GMT 2020,23,1183198
Sat Oct 24 13:25:01 GMT 2020,23,1184712
Sat Oct 24 13:25:02 GMT 2020,14,1183438
Sat Oct 24 13:25:03 GMT 2020,14,1183374
Sat Oct 24 13:25:04 GMT 2020,14,1183382
Sat Oct 24 13:25:05 GMT 2020,14,1183552
Sat Oct 24 13:25:07 GMT 2020,14,1183569
Sat Oct 24 13:25:08 GMT 2020,13,1182503
Sat Oct 24 13:25:09 GMT 2020,13,1182719
Sat Oct 24 13:25:10 GMT 2020,13,1183019
Sat Oct 24 13:25:12 GMT 2020,13,1182959
Sat Oct 24 13:25:13 GMT 2020,13,1184393
Sat Oct 24 13:25:14 GMT 2020,13,1183043
Sat Oct 24 13:25:15 GMT 2020,13,1184671
