datetime,cpu,mem
Sat Oct 24 13:18:16 GMT 2020,14,1137323
Sat Oct 24 13:18:17 GMT 2020,4.3,1136859
Sat Oct 24 13:18:18 GMT 2020,4.3,1164080
Sat Oct 24 13:18:19 GMT 2020,4.3,1163642
Sat Oct 24 13:18:20 GMT 2020,4.3,1163006
Sat Oct 24 13:18:22 GMT 2020,4.3,1163014
Sat Oct 24 13:18:23 GMT 2020,23,1160874
Sat Oct 24 13:18:24 GMT 2020,23,1160990
Sat Oct 24 13:18:25 GMT 2020,23,1161102
Sat Oct 24 13:18:26 GMT 2020,23,1161150
Sat Oct 24 13:18:28 GMT 2020,23,1162523
Sat Oct 24 13:18:29 GMT 2020,14,1161413
Sat Oct 24 13:18:30 GMT 2020,14,1161517
Sat Oct 24 13:18:31 GMT 2020,14,1161629
Sat Oct 24 13:18:32 GMT 2020,14,1161499
Sat Oct 24 13:18:34 GMT 2020,14,1163089
Sat Oct 24 13:18:35 GMT 2020,14,1160606
Sat Oct 24 13:18:36 GMT 2020,14,1160526
Sat Oct 24 13:18:37 GMT 2020,14,1160666
Sat Oct 24 13:18:38 GMT 2020,14,1160706
Sat Oct 24 13:18:40 GMT 2020,14,1162128
Sat Oct 24 13:18:41 GMT 2020,13,1160654
Sat Oct 24 13:18:42 GMT 2020,13,1160574
