datetime,cpu,mem
Sat Oct 24 13:28:05 GMT 2020,13,1132191
Sat Oct 24 13:28:06 GMT 2020,5.7,1133115
Sat Oct 24 13:28:07 GMT 2020,5.7,1175419
Sat Oct 24 13:28:08 GMT 2020,5.7,1175471
Sat Oct 24 13:28:09 GMT 2020,5.7,1174607
Sat Oct 24 13:28:11 GMT 2020,5.7,1174744
Sat Oct 24 13:28:12 GMT 2020,23,1172761
Sat Oct 24 13:28:13 GMT 2020,23,1172801
Sat Oct 24 13:28:14 GMT 2020,23,1172825
Sat Oct 24 13:28:16 GMT 2020,23,1172928
Sat Oct 24 13:28:17 GMT 2020,23,1174303
Sat Oct 24 13:28:18 GMT 2020,14,1173177
Sat Oct 24 13:28:19 GMT 2020,14,1173057
Sat Oct 24 13:28:20 GMT 2020,14,1173181
Sat Oct 24 13:28:22 GMT 2020,14,1173245
Sat Oct 24 13:28:23 GMT 2020,14,1174704
Sat Oct 24 13:28:24 GMT 2020,13,1172119
Sat Oct 24 13:28:25 GMT 2020,13,1172251
Sat Oct 24 13:28:27 GMT 2020,13,1172267
Sat Oct 24 13:28:28 GMT 2020,13,1172415
Sat Oct 24 13:28:29 GMT 2020,13,1173633
Sat Oct 24 13:28:30 GMT 2020,13,1172479
Sat Oct 24 13:28:31 GMT 2020,13,1172248
