datetime,cpu,mem
Sat Oct 24 13:29:43 GMT 2020,13,1151540
Sat Oct 24 13:29:44 GMT 2020,6.4,1152548
Sat Oct 24 13:29:45 GMT 2020,6.4,1193458
Sat Oct 24 13:29:47 GMT 2020,6.4,1192786
Sat Oct 24 13:29:48 GMT 2020,6.4,1191778
Sat Oct 24 13:29:49 GMT 2020,6.4,1191908
Sat Oct 24 13:29:50 GMT 2020,25,1188865
Sat Oct 24 13:29:51 GMT 2020,25,1188921
Sat Oct 24 13:29:53 GMT 2020,25,1188957
Sat Oct 24 13:29:54 GMT 2020,25,1189108
Sat Oct 24 13:29:55 GMT 2020,25,1190819
Sat Oct 24 13:29:56 GMT 2020,14,1189365
Sat Oct 24 13:29:58 GMT 2020,14,1189341
Sat Oct 24 13:29:59 GMT 2020,14,1189613
Sat Oct 24 13:30:00 GMT 2020,14,1189781
Sat Oct 24 13:30:01 GMT 2020,14,1189690
Sat Oct 24 13:30:03 GMT 2020,14,1188504
Sat Oct 24 13:30:04 GMT 2020,14,1188572
Sat Oct 24 13:30:05 GMT 2020,14,1188732
Sat Oct 24 13:30:06 GMT 2020,14,1188832
Sat Oct 24 13:30:08 GMT 2020,14,1190214
Sat Oct 24 13:30:09 GMT 2020,13,1188432
Sat Oct 24 13:30:10 GMT 2020,13,1190582
