datetime,cpu,mem
Sat Oct 24 13:23:10 GMT 2020,13,1139980
Sat Oct 24 13:23:12 GMT 2020,6.1,1139302
Sat Oct 24 13:23:13 GMT 2020,6.1,1182012
Sat Oct 24 13:23:14 GMT 2020,6.1,1182093
Sat Oct 24 13:23:15 GMT 2020,6.1,1180898
Sat Oct 24 13:23:16 GMT 2020,6.1,1180968
Sat Oct 24 13:23:17 GMT 2020,23,1179110
Sat Oct 24 13:23:19 GMT 2020,23,1178910
Sat Oct 24 13:23:20 GMT 2020,23,1178942
Sat Oct 24 13:23:21 GMT 2020,23,1179250
Sat Oct 24 13:23:22 GMT 2020,23,1180532
Sat Oct 24 13:23:23 GMT 2020,14,1179198
Sat Oct 24 13:23:25 GMT 2020,14,1179142
Sat Oct 24 13:23:26 GMT 2020,14,1179322
Sat Oct 24 13:23:27 GMT 2020,14,1179430
Sat Oct 24 13:23:28 GMT 2020,14,1180794
Sat Oct 24 13:23:30 GMT 2020,13,1178141
Sat Oct 24 13:23:31 GMT 2020,13,1178261
Sat Oct 24 13:23:32 GMT 2020,13,1178317
Sat Oct 24 13:23:33 GMT 2020,13,1178393
Sat Oct 24 13:23:34 GMT 2020,13,1179847
Sat Oct 24 13:23:36 GMT 2020,13,1178473
Sat Oct 24 13:23:37 GMT 2020,13,1178539
