datetime,cpu,mem
Sat Oct 24 15:14:08 GMT 2020,14,1145047
Sat Oct 24 15:14:09 GMT 2020,7.2,1144074
Sat Oct 24 15:14:10 GMT 2020,7.2,1184477
Sat Oct 24 15:14:12 GMT 2020,7.2,1183889
Sat Oct 24 15:14:13 GMT 2020,7.2,1185278
Sat Oct 24 15:14:15 GMT 2020,24,1183614
Sat Oct 24 15:14:16 GMT 2020,24,1183366
Sat Oct 24 15:14:18 GMT 2020,24,1183242
Sat Oct 24 15:14:19 GMT 2020,24,1184612
Sat Oct 24 15:14:20 GMT 2020,14,1183415
Sat Oct 24 15:14:22 GMT 2020,14,1183611
Sat Oct 24 15:14:23 GMT 2020,14,1183631
Sat Oct 24 15:14:25 GMT 2020,14,1185057
Sat Oct 24 15:14:26 GMT 2020,13,1183864
Sat Oct 24 15:14:28 GMT 2020,13,1181040
Sat Oct 24 15:14:29 GMT 2020,13,1181144
Sat Oct 24 15:14:31 GMT 2020,13,1182609
Sat Oct 24 15:14:32 GMT 2020,13,1181400
Sat Oct 24 15:14:33 GMT 2020,13,1180014
Sat Oct 24 15:14:35 GMT 2020,13,1182029
