datetime,cpu,mem
Sat Oct 24 15:08:25 GMT 2020,13,1120218
Sat Oct 24 15:08:26 GMT 2020,7.5,1119456
Sat Oct 24 15:08:28 GMT 2020,7.5,1172710
Sat Oct 24 15:08:29 GMT 2020,7.5,1172508
Sat Oct 24 15:08:30 GMT 2020,7.5,1173615
Sat Oct 24 15:08:32 GMT 2020,24,1171488
Sat Oct 24 15:08:33 GMT 2020,24,1170806
Sat Oct 24 15:08:35 GMT 2020,24,1171058
Sat Oct 24 15:08:36 GMT 2020,24,1172456
Sat Oct 24 15:08:38 GMT 2020,14,1171278
Sat Oct 24 15:08:39 GMT 2020,14,1171310
Sat Oct 24 15:08:40 GMT 2020,14,1171386
Sat Oct 24 15:08:42 GMT 2020,14,1172804
Sat Oct 24 15:08:43 GMT 2020,13,1171539
Sat Oct 24 15:08:45 GMT 2020,13,1171635
Sat Oct 24 15:08:46 GMT 2020,13,1171783
Sat Oct 24 15:08:48 GMT 2020,13,1173172
Sat Oct 24 15:08:49 GMT 2020,13,1171783
Sat Oct 24 15:08:50 GMT 2020,13,1171663
Sat Oct 24 15:08:52 GMT 2020,13,1172448
