datetime,cpu,mem
Sat Oct 24 15:13:00 GMT 2020,13,1160221
Sat Oct 24 15:13:01 GMT 2020,7.2,1159398
Sat Oct 24 15:13:02 GMT 2020,7.2,1197233
Sat Oct 24 15:13:03 GMT 2020,7.2,1196919
Sat Oct 24 15:13:05 GMT 2020,7.2,1198192
Sat Oct 24 15:13:06 GMT 2020,24,1195981
Sat Oct 24 15:13:08 GMT 2020,24,1195589
Sat Oct 24 15:13:09 GMT 2020,24,1195689
Sat Oct 24 15:13:11 GMT 2020,24,1197247
Sat Oct 24 15:13:12 GMT 2020,14,1196150
Sat Oct 24 15:13:14 GMT 2020,14,1196146
Sat Oct 24 15:13:15 GMT 2020,14,1196238
Sat Oct 24 15:13:16 GMT 2020,14,1197680
Sat Oct 24 15:13:18 GMT 2020,13,1196407
Sat Oct 24 15:13:19 GMT 2020,13,1196455
Sat Oct 24 15:13:21 GMT 2020,13,1196519
Sat Oct 24 15:13:22 GMT 2020,13,1197972
Sat Oct 24 15:13:24 GMT 2020,14,1196639
Sat Oct 24 15:13:25 GMT 2020,14,1196560
Sat Oct 24 15:13:27 GMT 2020,14,1196652
