datetime,cpu,mem
Sat Oct 24 15:15:16 GMT 2020,13,1162494
Sat Oct 24 15:15:17 GMT 2020,8.5,1161591
Sat Oct 24 15:15:19 GMT 2020,8.5,1200762
Sat Oct 24 15:15:20 GMT 2020,8.5,1200275
Sat Oct 24 15:15:22 GMT 2020,8.5,1201648
Sat Oct 24 15:15:23 GMT 2020,24,1198025
Sat Oct 24 15:15:24 GMT 2020,24,1197657
Sat Oct 24 15:15:26 GMT 2020,24,1197841
Sat Oct 24 15:15:27 GMT 2020,24,1198659
Sat Oct 24 15:15:29 GMT 2020,15,1197378
Sat Oct 24 15:15:30 GMT 2020,15,1197542
Sat Oct 24 15:15:32 GMT 2020,15,1197654
Sat Oct 24 15:15:33 GMT 2020,15,1199188
Sat Oct 24 15:15:35 GMT 2020,13,1197871
Sat Oct 24 15:15:36 GMT 2020,13,1197911
Sat Oct 24 15:15:38 GMT 2020,13,1198027
Sat Oct 24 15:15:39 GMT 2020,13,1199356
Sat Oct 24 15:15:41 GMT 2020,14,1198107
Sat Oct 24 15:15:42 GMT 2020,14,1197880
