datetime,cpu,mem
Sat Oct 24 15:10:42 GMT 2020,13,1153812
Sat Oct 24 15:10:43 GMT 2020,7.5,1152720
Sat Oct 24 15:10:44 GMT 2020,7.5,1192875
Sat Oct 24 15:10:46 GMT 2020,7.5,1192303
Sat Oct 24 15:10:47 GMT 2020,7.5,1193960
Sat Oct 24 15:10:49 GMT 2020,24,1192746
Sat Oct 24 15:10:50 GMT 2020,24,1192670
Sat Oct 24 15:10:51 GMT 2020,24,1192626
Sat Oct 24 15:10:53 GMT 2020,24,1193973
Sat Oct 24 15:10:54 GMT 2020,13,1192835
Sat Oct 24 15:10:56 GMT 2020,13,1192975
Sat Oct 24 15:10:57 GMT 2020,13,1192923
Sat Oct 24 15:10:59 GMT 2020,13,1194365
Sat Oct 24 15:11:00 GMT 2020,13,1192900
Sat Oct 24 15:11:01 GMT 2020,13,1193060
Sat Oct 24 15:11:03 GMT 2020,13,1193100
Sat Oct 24 15:11:05 GMT 2020,13,1194477
Sat Oct 24 15:11:06 GMT 2020,12,1193132
Sat Oct 24 15:11:08 GMT 2020,12,1192899
