datetime,cpu,mem
Sat Oct 24 14:31:55 GMT 2020,14,1156310
Sat Oct 24 14:31:56 GMT 2020,7.8,1154150
Sat Oct 24 14:31:57 GMT 2020,7.8,1176015
Sat Oct 24 14:31:58 GMT 2020,7.8,1194394
Sat Oct 24 14:31:59 GMT 2020,7.8,1193412
Sat Oct 24 14:32:01 GMT 2020,7.8,1194708
Sat Oct 24 14:32:02 GMT 2020,25,1193562
Sat Oct 24 14:32:03 GMT 2020,25,1192830
Sat Oct 24 14:32:05 GMT 2020,25,1192842
Sat Oct 24 14:32:06 GMT 2020,25,1194372
Sat Oct 24 14:32:07 GMT 2020,14,1193079
Sat Oct 24 14:32:08 GMT 2020,14,1193391
Sat Oct 24 14:32:10 GMT 2020,14,1193255
Sat Oct 24 14:32:11 GMT 2020,14,1194832
Sat Oct 24 14:32:12 GMT 2020,13,1193387
Sat Oct 24 14:32:14 GMT 2020,13,1193647
Sat Oct 24 14:32:15 GMT 2020,13,1193679
Sat Oct 24 14:32:16 GMT 2020,13,1195204
Sat Oct 24 14:32:18 GMT 2020,13,1193763
Sat Oct 24 14:32:19 GMT 2020,13,1193815
Sat Oct 24 14:32:20 GMT 2020,13,1193599
Sat Oct 24 14:32:21 GMT 2020,13,1210998
