datetime,cpu,mem
Sat Oct 24 14:30:46 GMT 2020,15,1157751
Sat Oct 24 14:30:48 GMT 2020,6.7,1156441
Sat Oct 24 14:30:49 GMT 2020,6.7,1191806
Sat Oct 24 14:30:50 GMT 2020,6.7,1203898
Sat Oct 24 14:30:51 GMT 2020,6.7,1194500
Sat Oct 24 14:30:52 GMT 2020,6.7,1195646
Sat Oct 24 14:30:54 GMT 2020,24,1194109
Sat Oct 24 14:30:55 GMT 2020,24,1194273
Sat Oct 24 14:30:56 GMT 2020,24,1194341
Sat Oct 24 14:30:57 GMT 2020,24,1195627
Sat Oct 24 14:30:59 GMT 2020,14,1194978
Sat Oct 24 14:31:00 GMT 2020,14,1195034
Sat Oct 24 14:31:01 GMT 2020,14,1195174
Sat Oct 24 14:31:03 GMT 2020,14,1196491
Sat Oct 24 14:31:04 GMT 2020,14,1195258
Sat Oct 24 14:31:05 GMT 2020,14,1195258
Sat Oct 24 14:31:07 GMT 2020,14,1195390
Sat Oct 24 14:31:08 GMT 2020,14,1196811
Sat Oct 24 14:31:09 GMT 2020,13,1195606
Sat Oct 24 14:31:10 GMT 2020,13,1195610
Sat Oct 24 14:31:12 GMT 2020,13,1195210
Sat Oct 24 14:31:13 GMT 2020,13,1212402
