datetime,cpu,mem
Sat Oct 24 14:29:38 GMT 2020,13,1167765
Sat Oct 24 14:29:39 GMT 2020,8.6,1166802
Sat Oct 24 14:29:40 GMT 2020,8.6,1201749
Sat Oct 24 14:29:41 GMT 2020,8.6,1209157
Sat Oct 24 14:29:43 GMT 2020,8.6,1205262
Sat Oct 24 14:29:44 GMT 2020,26,1204180
Sat Oct 24 14:29:45 GMT 2020,26,1203646
Sat Oct 24 14:29:47 GMT 2020,26,1203482
Sat Oct 24 14:29:48 GMT 2020,26,1204839
Sat Oct 24 14:29:50 GMT 2020,14,1203650
Sat Oct 24 14:29:51 GMT 2020,14,1203810
Sat Oct 24 14:29:52 GMT 2020,14,1203694
Sat Oct 24 14:29:54 GMT 2020,14,1205084
Sat Oct 24 14:29:55 GMT 2020,13,1203871
Sat Oct 24 14:29:56 GMT 2020,13,1204091
Sat Oct 24 14:29:58 GMT 2020,13,1204075
Sat Oct 24 14:29:59 GMT 2020,13,1205676
Sat Oct 24 14:30:00 GMT 2020,14,1204375
Sat Oct 24 14:30:02 GMT 2020,14,1204579
Sat Oct 24 14:30:03 GMT 2020,14,1204479
Sat Oct 24 14:30:05 GMT 2020,14,1206074
