datetime,cpu,mem
Sat Oct 24 14:23:56 GMT 2020,14,1162456
Sat Oct 24 14:23:58 GMT 2020,7.4,1163990
Sat Oct 24 14:23:59 GMT 2020,7.4,1183591
Sat Oct 24 14:24:00 GMT 2020,7.4,1188732
Sat Oct 24 14:24:02 GMT 2020,7.4,1185052
Sat Oct 24 14:24:03 GMT 2020,26,1183735
Sat Oct 24 14:24:04 GMT 2020,26,1182838
Sat Oct 24 14:24:06 GMT 2020,26,1182270
Sat Oct 24 14:24:07 GMT 2020,26,1183758
Sat Oct 24 14:24:09 GMT 2020,14,1182579
Sat Oct 24 14:24:10 GMT 2020,14,1182691
Sat Oct 24 14:24:12 GMT 2020,14,1182771
Sat Oct 24 14:24:13 GMT 2020,14,1184144
Sat Oct 24 14:24:14 GMT 2020,13,1182907
Sat Oct 24 14:24:16 GMT 2020,13,1182963
Sat Oct 24 14:24:17 GMT 2020,13,1183195
Sat Oct 24 14:24:19 GMT 2020,13,1184552
Sat Oct 24 14:24:20 GMT 2020,13,1183163
Sat Oct 24 14:24:21 GMT 2020,13,1183179
Sat Oct 24 14:24:23 GMT 2020,13,1183244
