datetime,cpu,mem
Sat Oct 24 14:21:40 GMT 2020,16,1157691
Sat Oct 24 14:21:41 GMT 2020,5.8,1155086
Sat Oct 24 14:21:42 GMT 2020,5.8,1186514
Sat Oct 24 14:21:44 GMT 2020,5.8,1195468
Sat Oct 24 14:21:45 GMT 2020,5.8,1202061
Sat Oct 24 14:21:46 GMT 2020,5.8,1200045
Sat Oct 24 14:21:48 GMT 2020,25,1197783
Sat Oct 24 14:21:49 GMT 2020,25,1197395
Sat Oct 24 14:21:50 GMT 2020,25,1194700
Sat Oct 24 14:21:52 GMT 2020,25,1198336
Sat Oct 24 14:21:53 GMT 2020,14,1197091
Sat Oct 24 14:21:54 GMT 2020,14,1197179
Sat Oct 24 14:21:56 GMT 2020,14,1197303
Sat Oct 24 14:21:57 GMT 2020,14,1198721
Sat Oct 24 14:21:58 GMT 2020,13,1197191
Sat Oct 24 14:22:00 GMT 2020,13,1197475
Sat Oct 24 14:22:01 GMT 2020,13,1197639
Sat Oct 24 14:22:02 GMT 2020,13,1199077
Sat Oct 24 14:22:03 GMT 2020,13,1197663
Sat Oct 24 14:22:05 GMT 2020,13,1198047
Sat Oct 24 14:22:06 GMT 2020,13,1198136
